homeOdd,drawOdd,awayOdd,result,date,league,homeTeam,awayTeam,homeGoals,awayGoals
4.13,2.82,3.21,1,2017-03-19,SPA LaLiga,Juventus,Bayern,4,1
3.32,2.66,3.1,2,2019-05-29,ENG PL,Chelsea,Juventus,0,5
4.1,3.51,4.81,1,2015-06-16,ENG PL,Milan,Liverpool,5,3
4.62,2.77,3.01,1,2024-12-20,FRA Ligue 1,Real Madrid,Inter,5,3
2.59,5.24,2.58,2,2012-05-03,FRA Ligue 1,Manchester City,Liverpool,3,4
2.58,2.76,4.61,1,2024-05-19,ITA Serie A,Inter,Chelsea,5,4
2.12,3.63,1.76,X,2022-01-12,GER Bundesliga,Manchester City,PSG,4,4
4.0,5.49,2.19,1,2022-10-02,GER Bundesliga,Juventus,PSG,4,0
2.83,4.13,4.69,1,2022-03-25,ENG PL,Bayern,Manchester City,2,1
2.1,4.8,3.48,1,2018-12-07,GER Bundesliga,Milan,Liverpool,2,1
4.06,3.07,6.0,2,2024-03-12,GER Bundesliga,Manchester City,Milan,1,3
1.89,4.36,3.05,X,2012-10-08,FRA Ligue 1,Bayern,Milan,1,1
3.64,5.02,5.3,X,2022-02-11,ENG PL,Inter,Real Madrid,2,2
4.65,5.0,3.31,1,2017-08-28,ITA Serie A,Liverpool,Chelsea,5,1
4.71,5.36,3.06,1,2013-03-09,FRA Ligue 1,Barcelona,Real Madrid,3,2
4.52,5.02,5.43,X,2019-11-09,FRA Ligue 1,PSG,Manchester City,2,2
2.2,4.55,4.91,1,2016-09-12,ITA Serie A,Juventus,Bayern,5,3
1.55,3.72,3.34,2,2014-01-16,ENG PL,Chelsea,Real Madrid,1,3
1.21,2.87,4.66,1,2023-12-06,ENG PL,Inter,Chelsea,4,0
2.81,4.83,2.78,1,2021-10-10,ENG PL,Inter,Juventus,1,0
1.68,4.85,4.32,2,2010-09-09,GER Bundesliga,Real Madrid,Bayern,1,5
2.41,4.54,2.55,1,2017-09-03,ITA Serie A,Barcelona,Inter,4,1
2.04,4.83,5.52,1,2018-01-29,FRA Ligue 1,Juventus,Milan,5,2
3.12,4.99,5.28,2,2012-03-31,FRA Ligue 1,Milan,Bayern,0,4
2.82,5.02,4.78,2,2010-06-26,GER Bundesliga,Real Madrid,Milan,0,2
4.58,2.79,4.49,1,2017-09-04,ITA Serie A,Inter,Manchester City,3,1
2.13,3.93,3.74,2,2013-10-25,SPA LaLiga,Milan,PSG,0,4
3.35,4.82,3.07,2,2010-10-29,FRA Ligue 1,Manchester City,Inter,0,3
2.82,4.38,4.47,2,2010-03-17,GER Bundesliga,Real Madrid,Juventus,3,5
4.52,3.42,5.77,2,2014-07-23,GER Bundesliga,Chelsea,Inter,2,3
1.86,4.53,4.45,X,2016-12-25,SPA LaLiga,PSG,Barcelona,1,1
4.9,3.99,4.34,2,2013-05-10,GER Bundesliga,Inter,Manchester City,0,4
4.74,4.63,5.31,1,2014-03-15,ITA Serie A,Manchester City,Liverpool,3,2
4.96,3.0,3.61,1,2012-07-24,GER Bundesliga,Manchester City,PSG,5,2
2.77,3.27,2.14,1,2012-03-29,ITA Serie A,Juventus,Inter,5,4
4.64,3.48,4.9,1,2012-11-16,FRA Ligue 1,Chelsea,Barcelona,4,2
4.44,4.84,1.76,2,2014-07-27,SPA LaLiga,Chelsea,Milan,3,4
3.67,5.1,2.53,X,2019-11-28,ITA Serie A,PSG,Milan,4,4
4.33,5.19,3.66,X,2021-03-06,ENG PL,Real Madrid,Liverpool,4,4
1.88,4.99,5.38,1,2015-11-02,ENG PL,Barcelona,Manchester City,2,1
3.32,3.27,4.07,2,2018-09-18,SPA LaLiga,Real Madrid,Manchester City,1,5
1.53,3.61,3.3,1,2018-01-20,FRA Ligue 1,Juventus,Milan,3,2
4.52,4.5,3.29,2,2013-11-09,ENG PL,Real Madrid,Juventus,1,4
4.67,4.08,3.65,1,2010-08-02,ENG PL,Bayern,Inter,2,0
2.66,5.32,3.32,1,2022-07-11,ENG PL,Barcelona,Juventus,5,4
3.77,2.97,5.39,1,2019-08-10,FRA Ligue 1,Real Madrid,Barcelona,5,3
4.4,5.14,4.16,1,2013-10-07,GER Bundesliga,Chelsea,PSG,2,1
2.23,3.95,2.84,1,2010-09-09,ENG PL,Real Madrid,Juventus,2,1
3.37,3.66,2.65,X,2010-11-28,FRA Ligue 1,Real Madrid,PSG,3,3
2.09,3.63,5.79,X,2016-09-15,GER Bundesliga,Juventus,Milan,1,1
3.7,2.61,5.87,2,2015-10-28,FRA Ligue 1,Chelsea,Juventus,2,3
3.47,2.56,5.35,2,2011-04-23,GER Bundesliga,Barcelona,Liverpool,2,3
1.59,2.84,5.8,2,2014-04-29,ITA Serie A,Chelsea,Manchester City,0,1
2.33,4.31,5.1,1,2017-12-26,FRA Ligue 1,Juventus,Liverpool,4,0
1.78,4.38,2.9,1,2015-09-09,ITA Serie A,Milan,Manchester City,5,1
2.34,4.03,2.56,2,2016-10-09,ITA Serie A,Manchester City,Bayern,1,5
4.04,3.27,2.64,1,2012-09-08,SPA LaLiga,Inter,PSG,5,3
4.11,5.48,4.55,1,2015-09-10,ITA Serie A,Milan,Juventus,3,1
1.62,3.27,5.69,2,2016-07-22,ITA Serie A,Bayern,PSG,2,5
2.19,2.5,3.9,X,2010-12-09,SPA LaLiga,Liverpool,Chelsea,4,4
2.33,3.37,5.95,X,2022-06-10,SPA LaLiga,Bayern,Inter,1,1
4.39,2.66,5.22,2,2011-07-03,GER Bundesliga,Juventus,Chelsea,3,4
3.26,4.97,5.92,2,2013-09-20,ITA Serie A,Real Madrid,Chelsea,2,3
3.77,3.06,2.93,1,2013-12-14,FRA Ligue 1,Chelsea,Manchester City,4,1
3.66,2.66,1.97,1,2011-03-07,ITA Serie A,Liverpool,Barcelona,4,1
2.54,5.38,3.92,2,2024-10-19,GER Bundesliga,Real Madrid,Bayern,0,5
4.04,5.12,4.33,2,2013-07-13,GER Bundesliga,Milan,Juventus,2,5
1.76,2.64,2.01,1,2023-12-30,FRA Ligue 1,Juventus,PSG,4,0
2.36,3.01,5.68,1,2018-11-25,ITA Serie A,PSG,Real Madrid,5,4
2.19,5.06,4.95,1,2011-04-28,ENG PL,Inter,Liverpool,3,1
2.1,2.9,5.18,1,2018-01-27,SPA LaLiga,Milan,Manchester City,3,2
1.86,2.98,5.72,2,2023-07-14,ENG PL,Juventus,PSG,2,4
4.8,4.72,5.49,1,2012-12-17,SPA LaLiga,Juventus,Milan,5,0
1.27,4.34,4.33,X,2014-11-28,ITA Serie A,Manchester City,Liverpool,3,3
3.26,2.72,2.81,1,2014-09-20,ENG PL,Chelsea,Liverpool,2,1
2.68,5.1,3.11,2,2015-07-01,GER Bundesliga,Liverpool,Bayern,1,4
1.5,4.43,5.13,1,2017-04-28,GER Bundesliga,Liverpool,Juventus,3,2
2.93,3.35,5.85,X,2017-05-04,SPA LaLiga,Barcelona,Liverpool,2,2
3.3,4.75,2.65,1,2014-03-06,SPA LaLiga,Manchester City,Liverpool,5,3
2.25,3.46,5.33,1,2012-01-21,GER Bundesliga,Juventus,Chelsea,2,1
3.46,5.01,1.64,X,2016-09-19,ITA Serie A,Liverpool,Juventus,0,0
4.71,4.58,5.98,1,2016-01-09,ENG PL,PSG,Juventus,3,2
3.11,4.78,1.73,X,2024-07-31,FRA Ligue 1,Liverpool,Chelsea,2,2
3.66,4.57,4.94,1,2010-10-08,ITA Serie A,Real Madrid,Inter,5,4
3.02,3.97,5.91,2,2017-08-09,GER Bundesliga,Liverpool,Juventus,1,5
3.8,3.95,2.56,1,2021-11-10,ITA Serie A,Juventus,Chelsea,4,2
4.4,5.15,3.75,1,2018-09-19,GER Bundesliga,PSG,Manchester City,5,3
4.4,5.03,2.11,2,2022-01-22,ENG PL,Milan,Chelsea,2,5
2.12,2.88,3.68,1,2015-05-16,FRA Ligue 1,Milan,Manchester City,4,0
3.24,2.88,1.61,2,2011-04-11,GER Bundesliga,Manchester City,Milan,0,4
1.69,2.63,3.16,1,2012-11-26,ITA Serie A,Juventus,Bayern,4,2
4.41,5.0,1.88,1,2015-04-20,FRA Ligue 1,Inter,Chelsea,5,1
4.1,4.29,4.16,1,2017-04-14,ITA Serie A,PSG,Manchester City,3,2
4.8,3.18,4.78,2,2012-01-01,FRA Ligue 1,Juventus,Milan,2,3
3.55,4.47,2.73,1,2021-02-15,SPA LaLiga,Liverpool,Manchester City,2,1
1.41,5.15,2.53,2,2022-12-20,FRA Ligue 1,Milan,Manchester City,2,5
4.21,5.08,3.16,1,2022-07-12,ITA Serie A,Chelsea,Manchester City,3,0
3.84,3.05,2.14,X,2016-07-02,ITA Serie A,Manchester City,PSG,3,3
4.45,3.52,3.14,1,2014-08-25,ITA Serie A,Juventus,Chelsea,2,1
2.5,2.8,2.46,X,2016-02-29,ITA Serie A,Real Madrid,Milan,5,5
2.49,4.95,5.84,1,2016-06-17,GER Bundesliga,Milan,Real Madrid,5,2
1.65,5.06,3.2,1,2023-07-27,ENG PL,Manchester City,Barcelona,5,3
3.6,3.78,5.6,2,2013-04-19,SPA LaLiga,Real Madrid,Chelsea,1,5
3.32,5.34,5.65,2,2015-01-01,SPA LaLiga,Inter,Milan,1,4
3.7,3.06,2.37,2,2014-02-01,GER Bundesliga,PSG,Chelsea,0,1
4.01,4.24,1.68,1,2018-10-04,ENG PL,Chelsea,Milan,5,4
2.72,5.36,5.22,1,2019-10-23,FRA Ligue 1,Inter,Barcelona,2,1
4.12,5.32,5.65,2,2015-08-29,ITA Serie A,Manchester City,Bayern,2,5
4.51,3.95,2.69,1,2024-04-23,SPA LaLiga,Milan,Barcelona,2,0
3.91,5.38,2.69,2,2022-06-11,GER Bundesliga,Manchester City,Real Madrid,1,4
1.21,5.22,4.09,1,2011-01-04,ENG PL,Real Madrid,Barcelona,5,2
4.9,3.85,2.34,1,2017-09-25,SPA LaLiga,Milan,PSG,4,0
3.34,3.59,2.37,X,2024-09-14,ITA Serie A,Bayern,Juventus,3,3
4.61,4.06,1.59,1,2012-08-01,ITA Serie A,Manchester City,Inter,4,2
3.09,3.9,5.14,2,2017-06-21,GER Bundesliga,Barcelona,Real Madrid,1,5
1.26,3.7,1.76,1,2022-08-14,ENG PL,Juventus,Chelsea,4,0
2.61,5.23,1.73,1,2020-09-09,FRA Ligue 1,Milan,Real Madrid,4,1
4.2,2.56,4.44,2,2023-06-08,GER Bundesliga,Milan,Bayern,3,5
1.69,4.47,4.8,1,2010-01-22,FRA Ligue 1,Juventus,Manchester City,3,0
2.4,3.82,2.17,1,2020-03-01,FRA Ligue 1,Juventus,PSG,4,0
2.61,3.55,3.27,X,2016-04-14,ENG PL,Barcelona,PSG,5,5
4.7,4.6,4.7,2,2019-10-06,ENG PL,Juventus,Inter,0,4
2.97,5.05,3.55,1,2010-06-20,SPA LaLiga,PSG,Manchester City,3,1
3.65,3.37,4.75,2,2013-09-13,ENG PL,Juventus,Liverpool,1,5
3.68,3.32,5.6,1,2015-04-11,ENG PL,Barcelona,Juventus,4,1
4.17,4.38,4.12,1,2014-05-10,GER Bundesliga,Milan,Juventus,5,0
3.82,4.75,4.17,2,2010-04-02,ITA Serie A,Barcelona,Manchester City,0,3
1.61,3.17,5.77,1,2024-05-25,ITA Serie A,PSG,Liverpool,4,1
3.04,3.01,1.75,1,2011-10-20,SPA LaLiga,Chelsea,Barcelona,4,0
4.69,2.7,4.61,X,2023-04-30,ENG PL,Liverpool,Bayern,0,0
4.32,3.59,4.59,1,2010-09-02,ENG PL,Liverpool,Manchester City,1,0
1.72,3.84,3.07,2,2018-07-31,ITA Serie A,Milan,PSG,1,5
4.94,4.46,1.65,2,2014-07-10,SPA LaLiga,Inter,Milan,1,5
1.72,3.54,5.49,2,2019-04-14,ITA Serie A,Barcelona,Juventus,0,3
3.9,4.69,2.7,1,2013-12-14,ENG PL,Inter,Barcelona,4,2
3.46,5.27,4.74,1,2014-07-09,ITA Serie A,Liverpool,Chelsea,4,1
2.62,3.01,2.77,2,2014-12-29,ENG PL,PSG,Juventus,4,5
2.29,3.83,4.77,2,2017-07-30,ENG PL,Inter,Barcelona,2,4
2.24,3.72,3.31,2,2014-08-19,FRA Ligue 1,Manchester City,Real Madrid,0,3
2.8,4.13,2.76,2,2022-05-05,GER Bundesliga,Inter,Manchester City,1,4
4.52,5.29,4.32,2,2016-07-30,ITA Serie A,Juventus,Bayern,0,4
2.77,3.2,5.03,X,2017-12-27,FRA Ligue 1,Milan,Chelsea,0,0
4.92,3.37,5.75,2,2014-11-21,ENG PL,Bayern,Barcelona,2,4
2.51,3.42,3.96,1,2023-05-31,ITA Serie A,Real Madrid,Milan,5,0
2.09,3.6,2.09,2,2015-11-04,FRA Ligue 1,Real Madrid,Barcelona,2,5
1.85,5.09,5.94,2,2024-02-13,ENG PL,Juventus,PSG,3,5
3.68,2.54,1.97,1,2017-07-17,ITA Serie A,Juventus,Liverpool,3,0
2.21,2.65,2.85,2,2014-06-27,GER Bundesliga,Manchester City,Bayern,0,2
4.59,4.14,1.58,2,2022-07-05,FRA Ligue 1,Milan,Real Madrid,3,5
1.67,3.36,3.38,1,2020-09-22,GER Bundesliga,Bayern,PSG,5,3
2.26,3.32,4.97,2,2013-11-20,SPA LaLiga,Milan,Bayern,2,3
3.48,3.82,4.22,1,2016-05-24,ENG PL,Real Madrid,Liverpool,4,2
2.41,4.88,1.83,2,2024-10-04,SPA LaLiga,Barcelona,Juventus,2,4
4.33,5.45,3.8,1,2010-07-22,SPA LaLiga,PSG,Barcelona,4,0
3.04,2.81,4.64,2,2016-12-05,SPA LaLiga,Manchester City,Bayern,3,4
1.7,3.71,5.21,1,2021-04-27,ENG PL,Real Madrid,Liverpool,2,1
4.0,4.23,3.63,2,2010-07-20,SPA LaLiga,Liverpool,Barcelona,3,4
2.99,2.57,4.3,2,2021-04-14,GER Bundesliga,Inter,Liverpool,2,3
1.42,3.81,5.57,2,2010-09-25,ENG PL,Real Madrid,Liverpool,2,3
4.38,3.98,5.85,X,2020-07-16,ENG PL,Barcelona,PSG,0,0
4.96,2.52,4.2,1,2010-06-06,SPA LaLiga,Milan,Barcelona,5,3
4.2,3.01,3.85,1,2015-03-27,SPA LaLiga,Chelsea,Liverpool,4,3
4.35,3.66,5.21,1,2018-08-08,ENG PL,Inter,Liverpool,2,0
4.56,5.37,4.79,2,2023-01-05,FRA Ligue 1,Liverpool,Manchester City,2,5
2.98,5.28,4.77,2,2015-01-24,SPA LaLiga,Manchester City,Barcelona,0,4
2.07,3.75,4.96,X,2016-05-15,ITA Serie A,Bayern,Inter,2,2
4.85,4.35,3.73,1,2023-03-03,ITA Serie A,Chelsea,Inter,3,2
2.69,3.05,4.4,1,2021-10-09,SPA LaLiga,Real Madrid,Milan,2,1
2.12,2.55,4.99,2,2011-01-11,ITA Serie A,Chelsea,Real Madrid,1,2
4.46,3.87,2.87,1,2020-03-20,ITA Serie A,PSG,Bayern,2,1
4.98,2.79,3.16,2,2016-02-23,FRA Ligue 1,Barcelona,PSG,0,5
3.56,5.37,5.47,1,2022-01-24,FRA Ligue 1,Chelsea,Milan,4,2
3.56,3.14,3.69,1,2013-08-15,GER Bundesliga,Manchester City,Chelsea,4,1
4.85,2.7,5.42,X,2010-05-13,SPA LaLiga,Milan,Bayern,1,1
4.01,2.85,4.68,1,2020-02-10,GER Bundesliga,Chelsea,Bayern,2,1
2.57,2.54,3.89,1,2021-11-20,SPA LaLiga,Bayern,PSG,5,2
3.52,4.1,5.05,2,2015-11-13,ITA Serie A,Juventus,Manchester City,1,2
2.83,5.25,2.35,1,2011-01-21,GER Bundesliga,Manchester City,PSG,4,0
3.29,4.36,4.81,1,2013-06-10,GER Bundesliga,Real Madrid,Juventus,2,1
1.58,3.53,4.09,2,2015-04-02,SPA LaLiga,Chelsea,Milan,1,3
3.43,4.7,4.4,1,2024-04-03,GER Bundesliga,Real Madrid,Manchester City,5,3
2.29,4.41,4.28,1,2021-04-14,GER Bundesliga,Real Madrid,Liverpool,2,1
4.39,3.37,1.66,1,2020-05-09,ITA Serie A,Juventus,Barcelona,4,0
3.38,2.97,3.88,1,2010-10-05,SPA LaLiga,Juventus,Chelsea,5,4
3.98,3.32,2.14,1,2018-09-05,GER Bundesliga,Bayern,Barcelona,5,3
4.33,2.83,4.18,2,2014-05-29,FRA Ligue 1,Inter,Juventus,3,4
4.49,5.14,3.48,X,2021-12-16,FRA Ligue 1,Bayern,Barcelona,2,2
4.24,3.14,5.86,X,2012-08-07,ITA Serie A,Milan,Inter,2,2
3.12,5.09,2.6,1,2019-10-22,SPA LaLiga,Milan,Chelsea,4,3
3.99,3.38,4.04,2,2013-12-07,SPA LaLiga,Real Madrid,Milan,0,2
1.47,2.76,2.92,2,2022-08-29,FRA Ligue 1,Inter,Juventus,1,4
3.18,3.48,2.03,X,2015-03-17,FRA Ligue 1,Manchester City,Chelsea,1,1
3.97,5.45,1.57,1,2023-07-09,ENG PL,Liverpool,Chelsea,4,2
2.54,3.22,3.52,X,2010-01-10,ITA Serie A,Bayern,Barcelona,2,2
2.76,3.54,5.8,2,2011-05-31,FRA Ligue 1,PSG,Barcelona,1,3
1.65,5.06,1.98,2,2014-09-08,ITA Serie A,Chelsea,Liverpool,4,5
3.65,2.79,2.63,2,2021-05-23,GER Bundesliga,Bayern,Real Madrid,3,4
2.45,4.71,5.4,2,2017-11-29,GER Bundesliga,Chelsea,Barcelona,0,4
4.76,2.83,3.9,X,2015-12-14,ITA Serie A,Real Madrid,Liverpool,2,2
2.73,3.82,3.23,1,2018-03-01,GER Bundesliga,Real Madrid,PSG,3,1
4.05,2.63,3.84,1,2019-07-14,ENG PL,Real Madrid,Manchester City,5,3
1.3,5.43,2.44,1,2015-08-27,ENG PL,Manchester City,Barcelona,5,1
2.03,2.66,2.51,2,2015-05-25,SPA LaLiga,Barcelona,Liverpool,1,3
1.67,2.75,2.73,X,2013-11-15,GER Bundesliga,Liverpool,PSG,4,4
4.45,2.95,4.32,X,2020-08-19,ENG PL,PSG,Manchester City,0,0
4.08,4.84,5.12,2,2017-09-01,FRA Ligue 1,Bayern,Chelsea,3,4
3.75,3.45,2.27,2,2019-05-29,ITA Serie A,Milan,Chelsea,0,5
2.02,5.44,2.17,2,2013-04-17,FRA Ligue 1,Real Madrid,Liverpool,3,5
2.66,3.3,5.66,X,2011-07-26,ITA Serie A,Liverpool,Barcelona,1,1
4.54,5.22,5.52,2,2019-12-12,GER Bundesliga,Manchester City,Barcelona,1,3
4.7,4.02,4.12,1,2018-01-17,FRA Ligue 1,Chelsea,Milan,5,0
3.71,4.87,5.45,1,2023-10-22,ITA Serie A,Chelsea,PSG,4,1
3.21,2.98,5.36,X,2021-01-11,FRA Ligue 1,Chelsea,Inter,1,1
2.54,4.08,1.73,2,2020-09-21,ENG PL,Real Madrid,PSG,2,5
2.48,2.61,3.47,X,2016-08-16,GER Bundesliga,Inter,PSG,4,4
2.36,4.04,5.93,2,2023-04-11,GER Bundesliga,Chelsea,Inter,0,3
3.29,3.96,5.37,2,2022-05-19,ENG PL,Bayern,Milan,1,4
3.47,3.32,2.03,1,2017-04-03,SPA LaLiga,Manchester City,Juventus,5,4
3.22,5.37,2.1,1,2011-10-08,ENG PL,Manchester City,Juventus,5,4
4.46,4.57,4.35,2,2010-11-02,SPA LaLiga,Liverpool,Manchester City,3,5
3.65,3.17,4.24,2,2016-08-30,GER Bundesliga,Bayern,Chelsea,0,1
1.26,3.61,3.62,X,2019-06-17,SPA LaLiga,Real Madrid,Juventus,2,2
2.5,4.25,3.21,1,2011-04-23,ITA Serie A,Liverpool,Juventus,5,4
3.03,4.75,2.7,1,2023-06-12,SPA LaLiga,Bayern,Real Madrid,5,0
4.47,5.49,4.19,1,2019-03-23,GER Bundesliga,Real Madrid,Bayern,2,1
2.03,3.49,3.89,1,2021-02-21,FRA Ligue 1,Real Madrid,Juventus,2,1
2.01,3.64,2.77,X,2012-07-27,ITA Serie A,Liverpool,PSG,4,4
1.51,4.93,5.02,2,2013-10-17,GER Bundesliga,Bayern,Inter,1,4
2.72,5.09,3.13,1,2018-11-27,FRA Ligue 1,Chelsea,Milan,5,1
1.9,3.85,4.41,X,2012-11-29,ITA Serie A,Liverpool,Juventus,3,3
3.48,3.17,5.6,1,2023-04-24,GER Bundesliga,Manchester City,Chelsea,2,1
4.7,3.26,5.51,2,2017-03-08,ITA Serie A,Milan,Manchester City,3,5
4.34,4.49,5.04,2,2014-10-22,GER Bundesliga,Milan,Chelsea,0,3
4.41,3.74,4.35,2,2017-10-05,FRA Ligue 1,PSG,Real Madrid,1,4
3.78,3.94,2.82,1,2015-03-26,GER Bundesliga,PSG,Real Madrid,5,0
2.78,4.24,2.01,X,2017-05-17,ENG PL,Milan,Inter,0,0
1.4,3.17,5.68,1,2012-06-26,ITA Serie A,Barcelona,Bayern,3,1
2.67,4.41,2.24,2,2022-01-05,GER Bundesliga,Bayern,Real Madrid,0,2
4.22,5.24,4.69,2,2020-12-24,ITA Serie A,Inter,Milan,0,5
3.39,2.85,5.42,2,2018-07-31,SPA LaLiga,Liverpool,Milan,2,5
4.1,5.39,5.55,1,2014-11-15,ITA Serie A,PSG,Juventus,5,1
4.62,5.01,2.97,1,2021-02-20,SPA LaLiga,PSG,Juventus,2,1
4.26,2.88,4.41,2,2019-09-05,ITA Serie A,Liverpool,Juventus,1,3
4.87,4.8,2.3,2,2016-11-20,SPA LaLiga,Milan,Liverpool,1,2
2.3,4.02,3.04,2,2017-03-03,GER Bundesliga,Manchester City,Juventus,4,5
2.12,5.1,4.4,2,2013-08-12,SPA LaLiga,Milan,PSG,2,4
3.79,4.28,5.78,2,2012-09-30,ITA Serie A,Real Madrid,Barcelona,3,5
1.63,2.58,4.8,1,2022-03-31,SPA LaLiga,Juventus,Chelsea,5,1
3.72,3.19,4.62,1,2018-10-28,ENG PL,Inter,Liverpool,3,0
2.71,3.53,5.93,2,2013-11-30,SPA LaLiga,Chelsea,PSG,0,5
2.29,5.4,4.87,1,2015-11-08,ENG PL,Milan,Chelsea,2,1
2.81,2.51,3.36,1,2013-08-25,ENG PL,Liverpool,Inter,4,1
1.58,4.84,5.1,2,2017-06-16,FRA Ligue 1,Bayern,Inter,1,4
2.88,3.66,5.5,1,2019-04-21,GER Bundesliga,Juventus,PSG,5,3
2.19,3.04,3.47,2,2014-04-20,GER Bundesliga,Liverpool,Inter,4,5
2.93,3.59,2.24,1,2018-03-16,ENG PL,Milan,Bayern,1,0
2.43,2.74,1.85,X,2024-07-03,ENG PL,Milan,Bayern,1,1
3.04,4.07,2.06,1,2020-10-09,ITA Serie A,Bayern,Chelsea,4,0
2.49,3.34,4.88,1,2022-03-27,GER Bundesliga,Chelsea,Real Madrid,4,1
2.39,2.86,2.32,X,2018-03-01,FRA Ligue 1,Barcelona,Bayern,0,0
1.42,3.47,5.39,1,2019-08-09,ENG PL,Barcelona,Bayern,5,2
1.2,3.36,5.47,1,2022-11-12,SPA LaLiga,Liverpool,Inter,3,2
3.44,2.7,5.99,1,2015-07-13,ENG PL,PSG,Liverpool,5,1
2.14,2.92,3.53,2,2017-01-28,FRA Ligue 1,Barcelona,Liverpool,1,2
4.7,5.17,1.89,X,2023-08-27,ENG PL,Bayern,PSG,2,2
1.82,4.96,3.37,1,2011-10-27,ENG PL,Barcelona,Inter,5,1
4.85,4.87,2.18,1,2012-03-21,SPA LaLiga,PSG,Bayern,1,0
2.62,4.09,4.62,1,2018-02-02,SPA LaLiga,Juventus,Barcelona,4,3
1.64,3.08,5.64,2,2022-08-26,GER Bundesliga,Manchester City,Chelsea,1,4
4.86,3.0,4.95,2,2020-07-29,SPA LaLiga,Bayern,Juventus,3,4
4.75,3.13,4.62,X,2017-02-11,ENG PL,Real Madrid,Chelsea,2,2
3.34,3.88,5.83,1,2016-09-20,ITA Serie A,Milan,Barcelona,5,0
4.4,2.81,3.28,2,2013-09-10,ENG PL,Liverpool,Chelsea,2,3
1.23,4.55,4.96,1,2016-05-21,GER Bundesliga,Inter,PSG,2,0
1.9,3.51,3.95,1,2021-11-15,ITA Serie A,Real Madrid,Inter,5,0
2.46,5.12,4.29,2,2015-01-21,SPA LaLiga,Chelsea,Liverpool,2,4
2.88,2.66,4.6,2,2011-02-19,GER Bundesliga,Barcelona,Manchester City,4,5
2.12,2.97,5.89,X,2020-11-22,GER Bundesliga,Bayern,Real Madrid,2,2
3.07,3.67,1.86,2,2012-02-08,GER Bundesliga,Real Madrid,Chelsea,2,4
1.9,3.61,2.66,2,2019-07-22,SPA LaLiga,Bayern,PSG,1,5
3.74,4.03,2.49,1,2020-05-15,FRA Ligue 1,PSG,Chelsea,5,0
1.9,4.8,1.83,2,2020-02-25,ITA Serie A,Liverpool,Barcelona,0,2
1.95,4.27,3.32,1,2021-04-02,FRA Ligue 1,Milan,Juventus,5,4
3.66,3.69,4.52,1,2012-01-09,GER Bundesliga,Barcelona,Manchester City,5,4
2.1,3.11,3.95,1,2018-09-28,FRA Ligue 1,Juventus,Barcelona,4,0
3.69,3.64,4.93,1,2015-04-17,SPA LaLiga,Real Madrid,Milan,5,3
4.51,5.12,2.23,2,2021-11-14,SPA LaLiga,Inter,Barcelona,2,4
2.99,5.08,3.83,2,2014-03-28,ITA Serie A,Milan,Bayern,4,5
2.82,4.35,5.57,1,2021-12-02,GER Bundesliga,Juventus,Manchester City,4,3
4.23,4.93,3.24,2,2014-07-27,ITA Serie A,Barcelona,Juventus,3,4
1.58,2.66,4.11,1,2012-08-16,ENG PL,Milan,Liverpool,5,4
3.58,2.94,5.0,2,2018-03-25,FRA Ligue 1,Bayern,Chelsea,3,4
3.24,3.54,4.23,2,2014-01-04,ENG PL,Liverpool,Barcelona,0,4
4.65,3.44,3.23,2,2024-10-07,FRA Ligue 1,PSG,Milan,1,2
3.34,2.93,3.32,2,2018-12-07,ITA Serie A,Real Madrid,Bayern,2,4
2.43,2.81,3.48,1,2016-06-13,ITA Serie A,Manchester City,Real Madrid,4,0
4.07,4.59,5.03,1,2012-03-20,SPA LaLiga,Juventus,Real Madrid,5,4
3.73,4.62,2.49,2,2020-10-27,FRA Ligue 1,Manchester City,Bayern,2,5
2.92,3.58,4.43,X,2011-07-22,ENG PL,Barcelona,Milan,0,0
2.96,2.85,5.51,1,2015-07-14,FRA Ligue 1,Juventus,Real Madrid,5,3
3.46,3.53,2.0,1,2018-10-12,FRA Ligue 1,Bayern,Juventus,2,1
3.31,3.62,4.4,1,2014-05-14,ITA Serie A,Chelsea,Juventus,4,1
4.5,2.96,3.14,X,2017-09-01,ENG PL,Bayern,PSG,1,1
3.34,3.55,4.4,1,2014-09-13,GER Bundesliga,Liverpool,Bayern,4,1
3.59,5.08,3.79,2,2019-07-19,FRA Ligue 1,Bayern,PSG,2,5
3.47,3.85,2.41,X,2024-03-05,ITA Serie A,Milan,PSG,3,3
4.48,5.12,4.07,2,2017-06-04,ENG PL,Chelsea,Juventus,0,3
2.48,4.42,5.61,X,2010-02-17,ENG PL,Juventus,Inter,0,0
4.96,2.98,3.09,1,2024-03-28,ENG PL,Chelsea,Milan,3,2
2.46,3.59,5.52,1,2013-11-29,ITA Serie A,Milan,Liverpool,2,1
4.69,4.15,3.79,1,2015-02-18,GER Bundesliga,Liverpool,Manchester City,5,3
2.35,5.42,2.98,1,2024-01-12,ENG PL,Milan,Real Madrid,2,1
3.66,2.64,5.87,2,2019-08-09,GER Bundesliga,Manchester City,Inter,3,4
4.07,3.98,3.3,X,2014-08-11,ENG PL,Inter,PSG,1,1
1.92,5.45,4.98,1,2024-10-19,SPA LaLiga,Barcelona,Liverpool,4,2
4.42,4.25,2.39,X,2022-12-01,ENG PL,PSG,Juventus,2,2
1.97,4.83,4.18,1,2010-04-04,GER Bundesliga,Milan,PSG,2,1
